symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate
LUCEUSDT,2025-01-10 00:00:00+09:00,0.0265,0.0273,0.0263,0.0272,7701726.0,92059842.0,0.0001,1.873,-1.779,5.331
LUMIAUSDT,2025-01-10 00:00:00+09:00,1.157,1.166,1.15,1.157,249139.5,1439527.5,0.0001,-2.527,173.129,2.35
LUNA2USDT,2025-01-10 00:00:00+09:00,0.4108,0.4164,0.4091,0.4164,115379.7,8230446.8,0.0001,-0.096,47.739,-2.767
MAGICUSDT,2025-01-10 00:00:00+09:00,0.4678,0.4743,0.4639,0.4742,183223.0,6648656.0,0.0001,-1.863,-49.145,0.104
MAJORUSDT,2025-01-10 00:00:00+09:00,0.4275,0.4357,0.4249,0.4355,125368.3,5140021.4,0.0001,-1.404,49.363,0.911
MANAUSDT,2025-01-10 00:00:00+09:00,0.4882,0.4967,0.4851,0.4967,429305.5,23215292.0,4.6e-05,-0.261,115.199,2.449
MANEKIUSDT,2025-01-10 00:00:00+09:00,0.003832,0.003877,0.003815,0.003864,2932700.0,297336500.0,0.0001,-0.232,14.307,0.618
MANTAUSDT,2025-01-10 00:00:00+09:00,0.7738,0.7846,0.7691,0.7846,186197.2,8515553.19999999,0.0001,-0.709,112.203,-0.999
MASAUSDT,2025-01-10 00:00:00+09:00,0.15408,0.15718,0.15335,0.15666,782587.0,16150134.0,0.0001,-1.503,-18.435,-2.487
MASKUSDT,2025-01-10 00:00:00+09:00,2.8,2.837,2.782,2.834,32603.7,4874692.4,0.0001,-0.457,22.862,-1.356
MAVIAUSDT,2025-01-10 00:00:00+09:00,0.819,0.833,0.812,0.832,79792.8,6521990.0,0.0001,-2.804,115.825,1.017
MAVUSDT,2025-01-10 00:00:00+09:00,0.1809,0.1833,0.1798,0.1833,105072.0,7976978.0,0.0001,-0.972,26.997,-0.711
MAXUSDT,2025-01-10 00:00:00+09:00,0.16462,0.16693,0.16381,0.16689,166186.0,4415581.0,0.0001,-1.493,98.991,-2.006
MBLUSDT,2025-01-10 00:00:00+09:00,0.003848,0.003911,0.003837,0.00389,47356900.0,428221800.0,-0.000249,0.543,39.339,-23.85
MBOXUSDT,2025-01-10 00:00:00+09:00,0.1758,0.178,0.175,0.1778,74010.0,6528024.0,0.0001,-1.222,77.481,0.661
MDTUSDT,2025-01-10 00:00:00+09:00,0.05255,0.05326,0.05233,0.05326,254010.0,19688220.0,0.0001,-0.318,-24.657,1.488
MEMEFIUSDT,2025-01-10 00:00:00+09:00,0.003754,0.003798,0.003718,0.003788,44275600.0,789139800.0,0.0001,-1.431,12.248,-0.576
MEMEUSDT,2025-01-10 00:00:00+09:00,0.009256,0.00937,0.009198,0.009366,37098780.0,867851500.0,0.0001,-0.71,26.333,-1.712
MERLUSDT,2025-01-10 00:00:00+09:00,0.2226,0.2268,0.2219,0.2265,128970.6,19690384.7,0.0001,-0.22,62.039,-0.031
METISUSDT,2025-01-10 00:00:00+09:00,37.27,37.96,37.18,37.94,995.87,69475.61,0.0001,-0.368,84.941,2.06
MEUSDT,2025-01-10 00:00:00+09:00,2.6507,2.6847,2.6393,2.6847,113382.0,3546611.0,0.0001,-0.201,22.022,-0.203
MEWUSDT,2025-01-10 00:00:00+09:00,0.0057,0.005772,0.005668,0.005772,40849600.0,2345933800.0,0.0001,-0.087,26.746,-1.512
MINAUSDT,2025-01-10 00:00:00+09:00,0.5607,0.5681,0.5571,0.5677,203704.4,9041856.8,0.000586,-0.838,104.091,0.075
MKRUSDT,2025-01-10 00:00:00+09:00,1477.4,1492.9,1472.3,1492.8,179.112,10403.965,0.0001,-0.321,93.014,2.255
MNTUSDT,2025-01-10 00:00:00+09:00,1.1415,1.1549,1.1377,1.1544,396645.0,27935052.0,-3.6e-05,-0.901,68.79,-1.241
MOBILEUSDT,2025-01-10 00:00:00+09:00,0.0008762,0.0008883,0.0008749,0.000888,14814600.0,777937200.0,0.0001,0.407,-5.636,1.058
MOCAUSDT,2025-01-10 00:00:00+09:00,0.21704,0.22062,0.21587,0.2203,2435254.0,55921546.0,0.000694,-0.542,-14.76,-3.768
MONUSDT,2025-01-10 00:00:00+09:00,0.1021,0.10416,0.10169,0.1041,405066.0,4769373.0,0.0001,-1.672,178.432,1.32
MOODENGUSDT,2025-01-10 00:00:00+09:00,0.19284,0.1966,0.19157,0.1962,2414053.0,70654104.0,0.0001,-1.228,30.632,-0.431
MORPHOUSDT,2025-01-10 00:00:00+09:00,3.0038,3.0234,2.97,3.0204,145383.0,2761791.0,0.0001,-3.043,-7.271,0.384
MOTHERUSDT,2025-01-10 00:00:00+09:00,0.023509,0.023649,0.023265,0.023545,2254790.0,91303530.0,0.0001,-3.476,75.991,-1.188
MOVEUSDT,2025-01-10 00:00:00+09:00,0.8312,0.8394,0.8249,0.837,670819.0,17342799.0,0.0001,-1.216,7.446,-5.853
MOVRUSDT,2025-01-10 00:00:00+09:00,11.215,11.389,11.178,11.388,1787.7,269384.0,0.000356,0.018,74.526,0.139
MTLUSDT,2025-01-10 00:00:00+09:00,1.3413,1.349,1.3302,1.3404,466083.2,2734997.9,0.0001,-3.129,-40.33,-12.418
MVLUSDT,2025-01-10 00:00:00+09:00,0.005033,0.005155,0.005015,0.005155,37752200.0,200049000.0,0.0001,0.94,38.04,4.301
