symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate,volume_spike_flag,small_price_move_flag
FIOUSDT,2025-01-09 21:00:00+09:00,0.03647,0.03688,0.03492,0.03677,2159250.0,16533930.0,0.0001,-0.943,0.394,-5.42,False,True
FIREUSDT,2025-01-09 21:00:00+09:00,0.3618,0.3618,0.3335,0.3406,730686.9,1721772.9,0.0001,0.147,-3.52,-1.125,False,True
FLMUSDT,2025-01-09 21:00:00+09:00,0.06903,0.06903,0.0659,0.06861,3060567.0,18420598.0,0.0001,-1.62,-36.33,0.365,False,False
FLOWUSDT,2025-01-09 21:00:00+09:00,0.7507,0.7527,0.7154,0.7411,2935854.9,10796722.4,0.0001,0.338,7.374,2.518,False,True
FLRUSDT,2025-01-09 21:00:00+09:00,0.02352,0.02367,0.02277,0.02351,22867970.0,146948770.0,0.0001,-1.591,-19.078,-0.444,False,False
FLUXUSDT,2025-01-09 21:00:00+09:00,0.5675,0.5714,0.5452,0.5708,214227.0,1681091.0,0.0001,-0.157,-64.913,-1.23,False,True
FORTHUSDT,2025-01-09 21:00:00+09:00,5.1578,5.1774,4.96,5.1747,43730.9,204214.0,0.0001,-2.93,-25.817,-4.332,False,False
FOXYUSDT,2025-01-09 21:00:00+09:00,0.010641,0.01069,0.010038,0.0106,72405360.0,258907750.0,0.0001,-1.478,-48.098,-3.034,False,False
FTMUSDT,2025-01-09 21:00:00+09:00,0.6565,0.6596,0.6223,0.6538,19668008.0,34705996.0,-6e-06,-2.983,-50.301,-8.757,False,False
FTNUSDT,2025-01-09 21:00:00+09:00,3.6402,3.7084,3.6395,3.69,47227.3,148314.2,0.0001,1.132,-48.286,-9.095,False,False
FUELUSDT,2025-01-09 21:00:00+09:00,0.0526,0.05369,0.04855,0.05221,52251810.0,93615630.0,5e-05,-4.114,-36.7,0.325,False,False
FUSDT,2025-01-09 21:00:00+09:00,0.04603,0.04652,0.04449,0.04635,8645174.0,33172645.0,0.0001,-4.825,12.621,4.805,False,False
FWOGUSDT,2025-01-09 21:00:00+09:00,0.17354,0.17973,0.15828,0.17658,32870187.0,47112758.0,0.0001,-4.147,-7.859,6.389,False,False
FXSUSDT,2025-01-09 21:00:00+09:00,3.2245,3.254,3.121,3.24,271279.32,1020877.76,6.8e-05,-0.963,16.762,-2.822,False,True
GALAUSDT,2025-01-09 21:00:00+09:00,0.03458,0.0349,0.03311,0.03469,760801264.0,932762586.0,2.7e-05,0.318,-22.489,-3.974,False,True
GASUSDT,2025-01-09 21:00:00+09:00,6.194,6.194,5.626,5.748,11350639.6,3923626.4,0.0001,-3.508,206.773,115.786,True,False
GEMSUSDT,2025-01-09 21:00:00+09:00,0.09314,0.09595,0.08959,0.09235,1910350.0,3443203.0,0.0001,-4.637,-10.743,-0.497,False,False
GIGAUSDT,2025-01-09 21:00:00+09:00,0.07188,0.07331,0.06725,0.07196,31563720.0,36395010.0,0.0001,-4.168,-23.223,7.042,False,False
GLMRUSDT,2025-01-09 21:00:00+09:00,0.2259,0.22775,0.2175,0.2271,1053481.2,7853403.4,0.0001,-1.304,-39.09,0.713,False,False
GLMUSDT,2025-01-09 21:00:00+09:00,0.41106,0.41429,0.38925,0.40465,7074892.0,7193424.0,0.000497,2.148,69.231,8.17,True,False
GMEUSDT,2025-01-09 21:00:00+09:00,0.003524,0.003594,0.003373,0.003584,110747820.0,324305190.0,0.0001,0.056,16.693,0.657,False,True
GMTUSDT,2025-01-09 21:00:00+09:00,0.1427,0.1464,0.139,0.1444,62545330.0,157971912.0,0.0001,1.476,-24.347,1.595,False,False
GMXUSDT,2025-01-09 21:00:00+09:00,24.415,24.52,23.365,24.435,26991.59,191763.2,7.5e-05,-0.751,-44.92,-2.101,False,True
GNOUSDT,2025-01-09 21:00:00+09:00,253.52,254.27,246.22,252.98,235.369,1362.162,0.0001,-0.347,-4.424,-4.573,False,True
GOATUSDT,2025-01-09 21:00:00+09:00,0.3718,0.3759,0.3442,0.369,48615562.0,115168556.0,0.0001,-2.278,-26.418,-0.546,False,False
GODSUSDT,2025-01-09 21:00:00+09:00,0.1831,0.1839,0.1775,0.1826,852410.0,3798229.0,0.0001,-2.144,-15.046,2.131,False,False
GOMININGUSDT,2025-01-09 21:00:00+09:00,0.49155,0.49375,0.48336,0.49028,1295018.0,788530.0,0.0001,-0.805,-40.159,0.581,False,True
