symbol,timestamp,open,high,low,close,volume,openInterest,funding_rate,price_change_rate,volume_change_rate,oi_change_rate,volume_spike_flag,small_price_move_flag
STXUSDT,2025-01-19 23:30:00,1.5265,1.5265,1.5104,1.5177,177350.3,23072204.4,0.0001,0.991,-69.126,-0.211,False,False
SUIUSDT,2025-01-19 23:30:00,4.8937,4.8982,4.8432,4.8687,487430.0,53134230.0,0.000177,-0.545,-65.448,0.643,False,False
SUNDOGUSDT,2025-01-19 23:30:00,0.06624,0.06628,0.06544,0.06578,647483.0,78626857.0,0.0001,-0.889,-64.624,0.097,False,False
SUNUSDT,2025-01-19 23:30:00,0.022221,0.022232,0.022039,0.02218,341220.0,67958060.0,0.000345,1.103,-37.85,0.151,False,False
SUPERUSDT,2025-01-19 23:30:00,1.1774,1.1779,1.1627,1.1745,54831.0,6228590.0,0.000801,1.838,-19.513,-0.411,False,False
SUSDT,2025-01-19 23:30:00,0.6241,0.6243,0.6154,0.6201,268839.0,14850824.0,0.0001,2.226,-74.502,0.647,False,False
SUSHIUSDT,2025-01-19 23:30:00,1.4846,1.4854,1.4667,1.4819,88731.3,7614565.7,0.0001,1.618,-33.619,0.214,False,False
SWARMSUSDT,2025-01-19 23:30:00,0.1337,0.13388,0.13152,0.13175,2873546.0,90952405.0,0.0001,-5.4,-46.989,1.629,False,False
SWEATUSDT,2025-01-19 23:30:00,0.008067,0.008092,0.007985,0.008074,2929880.0,121599130.0,0.0001,3.274,-74.144,-0.09,False,False
SWELLUSDT,2025-01-19 23:30:00,0.02688,0.02688,0.0265,0.02676,1756920.0,133430790.0,0.000894,2.176,-43.417,-0.38,False,False
SXPUSDT,2025-01-19 23:30:00,0.3254,0.3255,0.322,0.3248,133629.0,12812458.9,0.0001,2.428,-50.319,3.751,False,False
SYNUSDT,2025-01-19 23:30:00,0.6221,0.6224,0.6139,0.6197,56529.0,3920085.0,0.000208,2.787,3.001,-0.913,False,False
SYSUSDT,2025-01-19 23:30:00,0.1048,0.105,0.104,0.1045,58319.0,4137670.0,0.0001,1.951,24.432,0.136,False,False
TAIKOUSDT,2025-01-19 23:30:00,1.4371,1.4376,1.4153,1.4311,154997.6,2778430.79999999,0.0001,2.986,34.18,7.754,False,False
TAIUSDT,2025-01-19 23:30:00,0.3096,0.31,0.30502,0.3077,245720.0,15431878.0,0.0001,-1.274,-61.216,-2.581,False,False
TAOUSDT,2025-01-19 23:30:00,469.57,470.41,462.43,469.42,1675.9,117287.734,0.001172,3.467,-45.39,-1.095,False,False
THETAUSDT,2025-01-19 23:30:00,2.1822,2.1829,2.1593,2.1734,47445.4,4207215.3,0.0001,1.637,-33.187,-1.054,False,False
THEUSDT,2025-01-19 23:30:00,0.9442,0.9471,0.9325,0.9446,51299.0,2421649.0,0.0001,2.987,-45.79,-3.302,False,False
TIAUSDT,2025-01-19 23:30:00,4.89,4.892,4.82,4.854,218201.5,18619070.7,0.00033,1.041,-60.6,3.042,False,False
TLMUSDT,2025-01-19 23:30:00,0.011652,0.011658,0.011517,0.011627,480571.0,73467019.0,0.0001,2.495,-47.675,-0.313,False,False
TNSRUSDT,2025-01-19 23:30:00,0.4118,0.412,0.4077,0.4111,79325.7,6106924.2,0.0001,1.381,-50.121,-0.847,False,False
TOKENUSDT,2025-01-19 23:30:00,0.04751,0.04761,0.04698,0.04761,1395550.0,192565440.0,0.000677,1.753,7.939,-0.06,False,False
TONUSDT,2025-01-19 23:30:00,5.133,5.133,5.0964,5.1178,69705.8,15786608.3,0.000331,1.102,-39.002,0.21,False,False
TRBUSDT,2025-01-19 23:30:00,56.45,56.45,55.78,56.18,3498.37,577738.15,5e-05,1.923,-12.144,0.241,False,False
TROYUSDT,2025-01-19 23:30:00,0.002368,0.002368,0.002336,0.002342,63170400.0,1216659500.0,0.0001,0.0,43.071,1.458,True,True
TRUMPUSDT,2025-01-19 23:30:00,66.184,66.61,62.886,63.917,827005.5,5633594.6,5e-05,-10.046,-29.438,-6.35,False,False
TRUUSDT,2025-01-19 23:30:00,0.07782,0.07783,0.07681,0.07744,156875.0,19320998.0,0.0001,2.774,-70.032,-1.865,False,False
TRXUSDT,2025-01-19 23:30:00,0.24003,0.2401,0.23803,0.2396,1571405.0,203565611.0,0.0001,1.311,-45.505,-0.007,False,False
TUSDT,2025-01-19 23:30:00,0.02808,0.02811,0.02781,0.02795,292420.0,42150280.0,0.0001,1.012,-86.598,-2.481,False,False
TWTUSDT,2025-01-19 23:30:00,1.1918,1.1925,1.1824,1.1887,24748.6,8243321.7,0.00052,1.816,-34.328,-0.832,False,False
UMAUSDT,2025-01-19 23:30:00,2.744,2.746,2.71,2.73,12305.9,1510213.6,5e-05,2.593,14.348,-0.58,False,False
UNIUSDT,2025-01-19 23:30:00,14.11,14.116,13.948,14.044,60460.9,3360836.3,0.0001,2.751,-15.97,0.808,False,False
UROUSDT,2025-01-19 23:30:00,0.01259,0.01262,0.01234,0.01243,811320.0,96549460.0,0.0001,1.304,-84.454,-3.296,False,False
USDCUSDT,2025-01-19 23:30:00,1.0013,1.0013,1.0011,1.0012,9684.5,4828494.2,0.0,0.01,-22.513,-0.888,True,True
USDEUSDT,2025-01-19 23:30:00,0.9999,1.0,0.9999,1.0,833.0,2007232.0,-2.9e-05,0.06,-81.872,-0.946,True,True
USTCUSDT,2025-01-19 23:30:00,0.01743,0.01743,0.01728,0.01741,221860.0,111610070.0,0.0001,0.986,-42.019,0.592,False,False
USUALUSDT,2025-01-19 23:30:00,0.4276,0.4298,0.4231,0.4245,824101.0,51721809.0,0.0001,2.388,-35.369,1.54,False,False
UXLINKUSDT,2025-01-19 23:30:00,0.9397,0.9402,0.9339,0.9374,229982.0,15538083.0,0.000755,-1.108,-73.228,-2.842,False,False
VANAUSDT,2025-01-19 23:30:00,10.332,10.336,10.219,10.276,11428.72,881067.55,-0.0066,0.568,-40.862,-4.343,False,False
VANRYUSDT,2025-01-19 23:30:00,0.09998,0.09998,0.0985,0.09963,654736.0,43892836.0,0.0001,3.137,10.664,0.902,False,False
VELODROMEUSDT,2025-01-19 23:30:00,0.12387,0.12395,0.12242,0.12327,91851.0,19157730.0,0.0001,2.205,-30.763,0.563,False,False
VELOUSDT,2025-01-19 23:30:00,0.025103,0.025103,0.02467,0.02482,3947380.0,344581500.0,0.0001,1.692,-76.152,0.972,False,False
VETUSDT,2025-01-19 23:30:00,0.05061,0.05063,0.04999,0.05036,5389540.0,400248478.0,0.00028,1.614,5.064,-0.596,False,False
VIDTUSDT,2025-01-19 23:30:00,0.02865,0.02874,0.02836,0.02871,488270.0,32191570.0,0.0001,3.273,37.297,1.679,False,False
VIRTUALUSDT,2025-01-19 23:30:00,2.8697,2.8804,2.8401,2.865,336736.0,27246368.0,0.000333,-0.659,-51.104,-0.643,False,False
VOXELUSDT,2025-01-19 23:30:00,0.156,0.156,0.1543,0.1557,20461.0,4252417.0,0.0001,2.569,-96.811,-8.651,False,False
VRAUSDT,2025-01-19 23:30:00,0.004055,0.004055,0.003996,0.004023,2018100.0,983754700.0,0.0001,2.107,-74.057,0.131,False,False
VRUSDT,2025-01-19 23:30:00,0.01118,0.01147,0.01118,0.01144,5874950.0,56291460.0,0.0001,4.57,188.597,3.601,False,False
VTHOUSDT,2025-01-19 23:30:00,0.002527,0.002529,0.002509,0.002525,4977900.0,238630600.0,0.0001,0.638,-8.284,0.239,False,False
WAVESUSDT,2025-01-19 23:30:00,1.7355,1.737,1.7225,1.7285,21282.1,4969873.9,0.0001,1.23,-60.933,-0.174,False,False
